#This is a comment
#Particle charge px[MeV] py[MeV] pz[Mev]
electron 1 -170.847 35.8718 -10.4596
electron 1 155.5 92.6775 249.463
pion 1 -167.51 -98.1591 86.6185
muon -1 212.416 138.955 151.286
muon -1 -63.8962 135.718 116.077
pion -1 166.958 249.819 -44.0397
pion 1 10.1326 207.283 -197.545
muon -1 -219.35 -81.5222 149.091
pion -1 -100.499 -12.5653 116.542
electron 1 210.089 115.304 -209.097
muon -1 147.026 223.384 -238.998
pion 1 -9.43358 40.8885 -231.43
muon 1 -138.31 137.529 124.722
muon -1 -22.5091 -105.728 -98.4556
muon 1 86.5665 -105.134 -62.5578
pion 1 -198.748 48.1035 0.166487
muon -1 47.5529 161.935 174.959
pion -1 39.9705 173.208 158.629
electron 1 237.851 243.014 226.906
muon 1 -80.8434 -134.014 -196.44
pion -1 -226.023 30.8703 -180.191
electron 1 -202.511 16.5187 231.473
pion 1 180.79 224.262 122.442
pion 1 225.249 -47.6076 248.184
pion 1 231.616 -168.655 -214.65
pion 1 -4.51451 -138.575 -45.9496
muon 1 70.1714 63.5483 -8.86572
pion 1 122.923 34.1028 45.9202
pion 1 -17.2662 -118.807 130.248
pion -1 -210.835 202.938 237.196
pion -1 190.476 31.2676 -76.6779
electron 1 46.3728 146.567 183.351
electron -1 -235.75 -158.398 -46.595
muon -1 168.07 134.325 -93.0282
pion -1 190.677 -66.5101 94.356
muon 1 -133.408 33.6674 51.6785
muon 1 110.507 67.0345 211.445
electron -1 162.974 58.7528 242.409
muon -1 -109.303 165.504 -168.215
pion -1 218.788 -197.364 -34.9142
pion -1 148.3 -0.402727 48.231
electron 1 50.5871 -219.31 222.218
muon -1 -104.91 115.432 47.749
electron -1 -93.5085 225.707 -11.1088
pion -1 -143.075 -44.0314 141.055
muon 1 100.639 -180.054 105.481
muon -1 -184.48 -37.8678 -215.903
muon -1 -175.302 -43.5965 41.7165
pion 1 1.67711 -95.3429 -5.07323
electron 1 204.488 -14.2055 -154.613
muon -1 142.874 -47.7027 108.67
muon -1 195.812 128.189 -93.3082
muon -1 99.3143 156.68 -46.7067
pion 1 -36.7344 80.008 72.1232
muon 1 -30.5318 229.894 232.553
muon 1 201.329 -153.87 -82.8021
pion 1 192.706 121.897 52.8854
electron 1 124.155 43.5972 -73.3438
muon 1 39.6254 -112.402 237.519
electron 1 -112.478 67.1089 -181.616
pion -1 -34.1009 -149.226 20.6861
pion 1 95.1757 99.5635 -101.172
muon -1 24.0983 -134.224 15.4123
muon -1 -130.807 160.631 -109.677
pion -1 -50.3308 -22.7946 249.169
pion -1 180.543 66.6114 -79.193
pion 1 60.4545 -148.741 47.7738
pion 1 154.874 200.12 180.148
muon -1 147.869 -48.9295 34.3801
muon -1 177.773 8.50423 -104.635
electron 1 61.0534 26.4275 198.472
electron -1 -19.0808 -57.0659 161.087
muon -1 167.833 33.1484 -100.298
muon 1 42.9529 -63.3827 52.9347
muon 1 134.536 221.803 -102.528
muon -1 -79.1623 -34.9948 82.7012
pion 1 -107.335 -106.62 -225.627
muon 1 95.4712 -199.347 -162.507
muon 1 199.228 -237.839 -27.2123
muon -1 -150.194 -240.312 -143.445
muon 1 99.083 81.9199 174.874
electron -1 77.8504 -236.544 -111.057
muon -1 20.6266 121.297 228.649
electron -1 241.545 -113.749 -60.7947
pion -1 100.223 215.541 -154.501
muon -1 -77.4323 26.9223 -81.1975
electron -1 -224.631 88.0216 43.1987
pion -1 239.339 123.629 -59.3968
muon -1 90.253 -142.004 103.361
pion 1 58.7316 206.216 50.002
electron -1 241.834 -78.1672 156.399
muon -1 42.3746 160.128 -87.3349
electron -1 79.8339 83.1903 197.391
muon -1 19.4032 205.012 101.014
muon -1 -73.2885 -21.5974 -80.5635
electron -1 64.1876 215.287 146.479
electron 1 -99.5552 -66.3327 241.951
electron 1 89.9606 225.09 -78.422
muon -1 -88.3765 98.0259 123.72
electron -1 -74.3768 -238.481 -3.39909
muon 1 -244.066 -98.731 -133.094
pion 1 -98.747 81.7627 186.197
electron 1 -173.631 143.268 79.4756
muon -1 -127.367 228.729 150.21
muon -1 49.3428 129.378 75.9059
pion 1 55.077 215.669 174.298
muon -1 -82.2413 -247.883 172.146
electron 1 -167.866 -184.997 85.3636
pion 1 205.843 -106.631 -50.7399
muon -1 -204.623 -36.8608 -154.673
electron 1 -113.797 -188.314 -103.239
electron 1 244.168 181.426 -71.6524
muon 1 -154.907 233.082 149.807
pion -1 155.931 58.4619 243.925
electron -1 -44.2881 159.143 99.4562
muon 1 191.483 -37.9531 138.525
muon 1 -174.404 -161.79 134.926
pion -1 122.315 84.5098 104.606
pion 1 59.4773 158.902 -210.589
muon -1 -64.6656 163.858 -225.126
electron 1 68.7808 210.726 -116.917
muon -1 -133.774 27.5957 -15.8458
muon 1 50.3797 231.79 -67.1408
electron 1 224.454 92.5258 132.874
pion 1 83.7359 -172.909 -103.396
muon -1 20.4535 -231.031 -215.673
muon -1 -53.7517 -39.7212 217.545
muon 1 -211.284 -137.754 167.079
electron 1 -70.5617 247.668 222.063
electron 1 -40.2068 -117.532 -71.6765
pion -1 -24.9194 4.06798 66.0897
electron 1 -97.5959 -113.117 -145.871
muon -1 167.983 -134.949 233.873
pion 1 230.197 -26.8202 215.566
pion -1 -243.285 -248.514 27.6359
muon -1 212.7 -42.1891 -4.61399
muon 1 196.126 -14.0932 -239.06
electron -1 -160.027 240.582 49.9901
electron -1 -72.4033 -86.6766 179.333
muon -1 110.615 112.131 22.4577
electron 1 -28.4973 -189.126 147.663
electron -1 -153.123 -59.2825 122.897
pion 1 6.0402 188.152 -202.277
muon -1 -88.9677 -108.681 -50.9779
muon 1 3.89556 -164.874 14.1648
pion 1 80.0889 7.05336 156.095
electron 1 111.181 121.079 -191.273
pion -1 125.453 -206.413 100.031
electron -1 -79.3278 41.3124 201.428
muon 1 45.021 -94.0708 107.951
electron -1 187.287 -195.701 8.47383
pion 1 67.2524 -220.367 194.705
electron -1 -183.546 96.2511 183.295
pion -1 -225.106 -17.746 227.368
pion -1 237.158 28.6036 -203.159
muon -1 115.741 -206.598 127.186
pion 1 -100.22 27.4147 -104.125
pion 1 -46.6163 -19.7665 178.226
muon -1 -131.407 -215.215 -137.156
electron 1 210.568 175.764 142.353
muon 1 112.16 125.948 18.4772
pion -1 -17.765 112.034 38.5997
pion -1 68.2593 62.6405 48.4937
pion -1 179.273 73.8557 -39.6684
pion 1 114.207 -86.2855 49.8345
pion 1 -3.31781 0.101515 2.80056
muon -1 -161.932 -0.614308 59.038
pion 1 -147.574 -17.1347 88.9852
muon -1 -173.335 -130.004 104.254
muon 1 -157.152 -76.4435 231.16
pion 1 239.4 -97.5965 202.596
muon -1 163.972 -136.582 -123.8
pion -1 -34.4106 -205.924 -241.272
electron 1 79.6308 -49.6328 243.168
pion 1 -196.598 -183.401 -236.696
electron -1 23.7136 195.188 -93.7399
pion -1 195.135 133.521 90.326
pion 1 -101.691 -193.036 -214.317
muon -1 232.256 120.223 -229.673
pion -1 243.83 156.276 -194.354
pion -1 -242.651 -106.171 99.5058
muon -1 -19.3637 -10.331 -112.018
pion 1 -55.6394 -182.027 245.624
pion -1 -163.215 -156.955 -62.9151
electron 1 55.4322 -116.649 -225.236
pion -1 139.936 69.1762 47.1948
electron -1 -30.2795 8.85738 -35.3781
muon -1 -80.1878 130.908 -90.1943
muon -1 -49.033 187.74 63.1813
muon -1 4.29424 91.9788 201.98
pion -1 -173.545 -112.185 248.544
muon -1 -75.4117 1.90777 -204.634
muon -1 204.144 217.838 -178.65
muon 1 31.1528 144.324 223.159
pion 1 14.6497 245.827 198.497
pion 1 -5.31717 -143.532 -118.122
electron 1 -7.14284 -160.048 -65.8154
muon -1 215.094 -157.271 -159.698
muon -1 248.059 -129.594 4.27582
muon -1 -123.223 116.374 196.844
muon -1 235.391 16.9185 -112.84
muon -1 117.51 24.111 76.2353
pion -1 35.2777 -67.7521 84.119
muon -1 -67.112 -220.816 145.654
pion -1 248.022 59.8702 -36.2246
muon -1 210.128 17.4904 201.693
electron -1 0.122892 -167.65 -24.3171
muon 1 136.869 42.7036 178.502
muon 1 -73.4462 190.563 36.5791
muon -1 55.9137 83.0033 -8.92124
muon -1 -35.6165 150.463 -17.347
pion -1 -207.788 -224.637 -179.446
muon 1 157.558 -122.485 41.8064
pion 1 -63.9744 -2.67469 -29.4358
electron 1 -136.626 -233.133 -140.125
pion 1 -175.2 117.371 -67.5743
muon -1 106.654 -179.057 -78.4209
electron -1 67.9676 -99.5799 -79.8683
muon -1 -122.3 -161.964 5.06534
electron 1 52.9807 238.55 -130.576
electron -1 97.7132 -186.886 -165.314
pion 1 181.322 177.205 -57.2362
muon 1 172.518 172.566 -248.983
muon -1 77.6733 142.553 224.446
muon 1 86.4695 207.61 -81.7536
electron 1 217.849 -194.975 -34.7243
electron 1 245.95 233.38 81.2764
muon 1 129.727 141.674 -105.703
muon -1 68.7261 77.4822 -47.1894
electron 1 60.5113 -99.4349 -69.7769
pion -1 -62.5366 -50.9968 -8.61279
muon 1 214.309 -51.8857 -43.9534
muon -1 225.023 -224.283 -215.303
pion -1 -61.3142 -217.04 -237.957
pion -1 166.613 -152.084 -34.8185
pion -1 203.741 -108.285 -116.608
muon -1 -211.934 -218.587 -94.7699
electron -1 33.6188 -32.2329 152.262
muon 1 -138.985 125.186 -208.21
electron -1 -161.349 -243.76 28.6535
pion -1 214.906 228.775 175.982
pion -1 -107.02 210.361 245.919
muon 1 13.5366 -103.664 65.1067
pion 1 -233.985 -202.06 -146.953
muon -1 41.509 174.716 -175.605
pion -1 240.801 -145.723 224.936
muon -1 -12.7352 -69.4366 -210.906
pion -1 -212.867 -101.148 31.4273
muon -1 15.6246 150.046 231.394
electron -1 -69.77 141.955 170.233
pion 1 -173.122 11.0622 59.197
muon 1 157.087 -40.8851 -88.6017
muon -1 -0.431091 42.5003 28.2611
pion 1 116.055 81.4074 -216.349
muon -1 -151.064 67.3262 153.411
electron 1 146.791 195.117 -156.238
muon -1 83.6221 124.519 13.1373
muon -1 -202.612 153.643 10.989
pion 1 135.522 128.36 219.661
pion 1 -110.329 -204.665 17.9159
pion -1 -123.11 -192.298 -99.132
muon -1 -40.5357 29.3906 143.442
muon 1 122.548 78.9482 181.673
muon 1 206.875 32.38 -178.22
pion -1 125.619 150.857 183.06
electron 1 161.736 -78.9126 -109.455
electron -1 116.847 44.3402 -8.3719
electron 1 241.171 60.0108 71.7672
pion -1 248.978 -71.2161 32.7563
pion 1 202.232 -234.579 -13.19
muon 1 -136.793 -14.3229 -136.718
electron -1 -43.187 -93.9973 -124.7
pion 1 -156.906 -88.5842 -73.3383
muon 1 111.551 124.324 238.878
electron 1 38.1342 -46.7861 -73.1492
pion 1 212.514 -137.362 -58.2812
muon -1 93.061 -0.656126 33.7121
electron 1 58.1652 197.703 -31.2481
electron -1 239.532 209.704 74.974
electron 1 -6.88667 199.207 49.203
pion -1 -95.4109 32.8485 202.29
pion -1 168.678 -33.7789 -162.33
muon -1 -138.357 -107.963 160.703
muon 1 -182.838 160.742 -203.053
pion 1 -101.83 -189.282 181.025
pion 1 29.5527 -22.4383 164.599
muon -1 240.246 217.888 199.01
electron 1 -182.399 -158.256 149.818
pion -1 52.8763 178.676 -148.457
electron -1 101.759 -6.18904 149.711
electron 1 178.251 -244.656 -175.868
pion -1 246.182 13.7454 133.69
pion 1 -113.671 84.7914 120.144
pion -1 -19.2867 -129.661 92.4707
pion 1 144.444 -10.5183 91.118
muon -1 -33.5734 -203.29 228.268
pion -1 -62.9438 187.547 119.27
muon -1 -180.924 191.062 82.723
electron 1 -190.179 80.1352 -248.426
muon 1 -180.585 189.062 102.955
pion 1 110.242 -155.274 157.42
electron -1 -195.241 -198.91 44.0766
pion 1 81.7954 218.535 147.5
pion 1 122.77 88.8349 134.622
pion 1 -114.164 34.5153 233.194
pion 1 23.1924 246.142 231.116
electron -1 -202.459 46.0794 125.822
pion -1 -86.0116 -164.147 62.5859
muon -1 45.878 66.279 166.61
pion 1 5.04854 78.1728 -122.846
pion -1 -97.5397 19.1246 -204.999
muon -1 168.109 221.633 248.191
electron 1 78.8115 53.5248 -178.8
electron 1 -211.828 -99.4168 -169.324
electron 1 23.0527 234.018 27.4373
pion 1 -75.9737 -2.19372 -53.9266
electron -1 -28.8208 103.722 -78.4585
electron 1 166.389 193.246 155.063
electron -1 -42.0036 35.0084 92.8326
muon -1 -243.447 182.591 -5.6966
pion 1 -121.883 -96.4195 81.6104
muon 1 -214.316 92.8594 -76.0843
pion 1 137.031 -194.76 34.3232
muon -1 -199.221 -150.153 -206.981
muon -1 166.093 113.096 165.029
muon -1 -86.9045 -36.7262 -22.0439
pion 1 70.6523 149.056 -204.152
pion -1 200.702 202.954 -87.5041
pion 1 196.487 -47.0169 -199.401
muon 1 104.923 -95.2149 175.935
muon 1 20.1435 -62.0121 -77.1531
muon -1 78.153 -147.732 -66.9353
muon -1 -46.1525 -167.197 -197.569
electron 1 -182.177 155.806 -99.4526
electron -1 -59.2092 -131.502 55.1044
muon 1 160.24 26.7666 -215.821
electron 1 -135.347 -171.744 -63.8141
pion -1 -242.431 121.47 -93.6401
muon 1 141.008 75.6951 -8.03549
muon -1 -171.221 -63.6734 -112.085
muon 1 191.865 233.56 -180.29
muon -1 -160.045 -150.235 235.873
pion -1 -243.283 -46.3089 -180.849
pion 1 -117.598 203.859 -230.264
pion -1 234.436 -208.265 -71.0565
pion -1 -58.7938 43.97 218.855
electron -1 -12.8036 76.1796 -48.9275
pion 1 -241.215 42.8112 -39.5989
pion -1 -235.446 61.7788 113.36
pion 1 -162.543 -182.045 -85.9115
electron 1 213.97 232.234 235.286
electron 1 -13.8559 -139.911 107.383
muon -1 -7.22713 249.913 151.261
electron -1 101.153 -217.423 -180.96
electron -1 98.872 -223.781 -100.815
pion 1 160.59 -235.112 -20.6098
muon -1 -43.3749 -88.8729 -249.914
muon 1 -115.817 68.2364 -212.866
muon 1 -14.1332 -136.501 -72.102
pion -1 71.1287 -114.788 222.856
muon -1 -54.3629 -94.3593 -143.983
muon 1 144.22 -202.102 -30.2258
pion -1 -107.869 171.07 -73.9081
electron -1 239.339 29.7462 62.1265
pion 1 208.424 -82.1423 122.964
electron 1 -45.9543 68.3427 -187.216
pion -1 175.054 214.819 -74.675
electron 1 212.497 -103.483 20.7901
muon 1 -89.1496 25.7419 71.0153
pion -1 21.3052 185.237 -35.4918
muon 1 154.307 -47.0059 136.925
pion 1 141.618 -222.18 -191.601
pion -1 -42.9206 -114.337 -200.649
muon -1 123.701 -171.391 70.7993
muon -1 -246.258 -97.2871 -223.913
muon 1 -64.8509 180.198 -198.259
muon 1 107.279 212.437 -139.054
pion -1 -75.5236 -117.7 -182.824
electron 1 247.22 122.304 -94.6238
electron 1 152.42 -19.6218 -35.4371
muon 1 -120.931 -185.676 -116.175
electron 1 -229.49 16.4892 -224.58
electron 1 -40.4274 -164.526 70.698
electron -1 -102.554 -145.416 -87.3568
muon -1 -76.4008 227.593 162.129
pion -1 165.552 -15.5604 122.428
muon -1 -167.466 -114.09 -237.658
pion -1 7.07602 -26.9447 -72.2149
muon -1 24.1487 208.64 -158.164
muon -1 142.942 130.176 173.216
muon 1 -69.3001 209.965 -243.585
electron 1 -128.074 181.846 66.2591
electron -1 -77.2114 -116.207 204.537
muon -1 -36.7048 -61.4676 -10.4852
electron 1 -31.758 196.559 235.189
pion 1 86.4352 -113.998 -153.939
muon -1 -164.537 52.4361 45.1628
pion -1 201.31 66.5879 127.132
electron 1 23.368 -96.6648 217.472
pion -1 -223.211 148.274 193.89
muon 1 -245.691 68.3185 225.293
electron 1 -169.296 96.5473 182.458
muon -1 -247.055 -49.8902 -40.8128
pion 1 -240.687 29.8324 121.816
muon 1 -20.2826 86.5152 167.579
muon 1 211.132 219.254 157.483
pion -1 -227.538 16.0143 -101.457
electron -1 -169.282 85.4781 -183.085
electron -1 12.6763 86.9802 69.3021
muon 1 -215.636 -17.4323 -70.329
pion 1 14.108 -206.939 -21.6536
electron 1 66.8104 23.4457 79.5624
electron 1 -105.769 -148.905 -114.034
muon 1 -220.243 58.6547 191.842
muon -1 -106.044 72.3217 9.92294
muon -1 136.141 146.332 -17.3374
pion 1 20.4105 164.436 192.442
muon 1 -117.394 -34.1494 173.768
muon -1 -80.6983 -150.735 219.872
muon 1 12.5718 138.611 42.7032
pion -1 -185.869 -76.3179 -230.596
muon -1 114.954 -202.252 -107.265
electron -1 145.112 23.193 -224.99
pion 1 -178.194 144.315 -33.6325
muon -1 207.326 186.61 136.763
electron -1 -232.061 16.744 -181.017
muon 1 -97.6888 54.8767 -20.9782
muon -1 -90.4637 -132.134 60.5529
muon -1 101.954 212.133 -177.782
electron -1 248.142 -106.234 69.3578
muon 1 -39.414 -38.9844 -31.0248
electron -1 -162.551 124.552 -145.575
muon -1 83.1301 -188.715 -170.293
pion 1 34.5186 224.992 -225.568
muon -1 -185.744 81.9001 -136.552
pion 1 7.45941 -51.9174 -20.7638
muon 1 -128.232 147.729 -242.361
electron 1 42.7081 -190.887 131.592
pion -1 -133.648 168.204 80.3826
muon 1 -177.477 45.3602 39.5498
electron 1 83.4033 81.8961 -35.2313
muon -1 -96.7366 -83.1727 -141.714
muon -1 76.0328 112.776 -210.444
electron 1 29.1599 -87.9995 27.0629
pion -1 -97.9481 -50.8094 -21.2421
electron -1 -100.831 -26.6596 -48.6242
pion 1 133.803 109.391 -9.96992
muon -1 -224.045 62.8507 -164.409
muon 1 -8.09461 3.88755 16.4145
pion 1 206.172 185.991 -25.1654
pion 1 -32.4634 -245.117 149.007
pion 1 -220.916 -138.103 231.431
pion 1 -42.7863 74.8816 -89.0493
muon -1 111.231 152.392 -45.8624
muon -1 -38.4414 137.66 -84.8598
electron 1 -124.109 -41.6802 56.1585
muon 1 226.157 -200.85 85.9412
muon -1 34.4584 -207.986 -120.503
electron -1 189.734 -17.8166 -115.772
pion -1 -83.6931 72.2473 -5.66532
electron -1 180.955 -116.288 161.511
muon 1 23.9073 57.7811 -201.903
muon -1 228.042 -37.4054 -86.6798
pion 1 206.575 -239.813 165.491
pion -1 -173.841 -25.7182 99.3451
muon -1 -178.997 11.531 73.1516
muon 1 -80.8622 223.707 169.58
electron -1 -42.7202 -249.73 28.6827
electron 1 -54.439 56.4265 -7.51729
electron -1 5.42212 -234.979 -145.804
pion -1 169.281 -215.205 -226.298
pion -1 -195.897 31.4502 -249.076
muon -1 126.31 -211.961 202.802
muon -1 122.884 213.45 45.5169
electron 1 102.704 -174.767 -147.761
muon -1 239.56 -169.709 -108.245
pion -1 121.235 -2.73036 -222.016
muon 1 129.627 -22.3367 -24.8221
muon -1 27.1805 -180.063 -23.1318
pion 1 199.071 222.483 230.352
pion 1 230.803 35.6018 122.967
electron 1 -52.9838 -168.968 145.983
electron -1 -167.245 175.77 -76.384
electron 1 -27.1631 143.394 153.335
electron 1 122.969 77.3644 -56.3522
muon 1 97.4351 47.2777 143.43
muon -1 -94.3403 -99.2889 -142.275
muon -1 -60.7677 -185.566 132.876
electron -1 236.396 -164.493 243.036
electron 1 119.567 215.502 -190.005
electron -1 96.2179 -201.06 175.509
muon -1 -49.576 -32.3223 231.57
pion -1 -96.3981 -146.661 198.366
pion 1 -34.0604 -219.63 119.225
electron -1 164.83 -89.7771 -50.2432
electron -1 65.561 86.3657 78.1479
muon -1 -208.611 207.057 58.5845
pion 1 -236.552 80.0094 -141.314
electron 1 -75.1917 -104.715 103.817
electron 1 -211.299 184.889 226.288
muon 1 49.0456 58.8757 -197.112
electron 1 -233.409 -26.8022 189.306
muon -1 -77.257 -194.904 -139.004
pion -1 -249.794 -14.7985 88.6868
pion -1 203.313 -5.41425 -242.897
muon -1 65.1534 -107.621 217.777
muon -1 62.9834 61.9927 210.298
electron 1 -171.64 213.665 -218.119
pion -1 -34.8462 -9.15564 20.7073
electron -1 -38.1958 243.309 -69.0431
pion 1 49.3487 233.545 -140.973
muon -1 -66.1966 -165.988 134.053
pion 1 -23.5807 -203.767 -209.725
pion -1 48.5807 174.217 -0.378304
pion -1 -156.672 81.9528 -233.071
pion 1 130.392 -187.416 120.207
pion -1 69.7565 129.29 -127.804
pion 1 -40.3342 -65.2605 -179.279
electron 1 3.87891 -192.508 -174.888
pion 1 63.1308 76.8074 -236.525
pion 1 -117.961 35.2207 -97.0687
muon -1 -204.562 -89.8993 -145.859
pion -1 58.6168 58.414 -57.2069
electron 1 244.677 -35.7541 -159.136
electron -1 228.897 158.334 225.805
muon -1 -185.201 -177.46 36.9589
muon 1 -106.852 -41.3477 -80.8822
muon -1 82.6175 -138.759 1.78385
pion 1 49.4523 -83.4955 96.9114
pion -1 -143.556 91.9693 158.183
electron -1 -57.2913 -52.3839 195.345
muon -1 155.681 -176.444 188.209
electron 1 -193.712 210.509 239.449
muon -1 -173.928 86.5463 -154.224
electron -1 -188.048 -137.603 -40.8828
muon -1 131.722 -201.333 -244.479
electron 1 -3.27273 134.979 -136.643
muon -1 -248.467 213.765 137.354
muon -1 -97.9515 -85.3326 18.6671
muon 1 205.42 192.749 -201.902
muon -1 83.3208 92.8726 -138.412
muon -1 121.062 55.8033 136.483
muon 1 164.89 173.646 -148.924
pion -1 129.034 34.3569 -17.0253
pion -1 -30.309 147.061 -239.276
muon -1 -228.112 85.0612 40.1124
muon 1 -144.951 23.9337 158.145
muon -1 -138.257 -102.166 225.766
electron 1 -220.81 39.6015 -247.335
electron -1 -31.4424 210.05 194.875
electron -1 233.198 42.6308 175.937
electron -1 199.889 168.867 -122.731
electron 1 -243.383 -192.132 5.51837
pion -1 175.764 -0.575993 204.11
pion 1 26.6296 -224.725 -22.7982
muon 1 -51.9528 158.794 -119.617
muon 1 167.222 244.378 -230.357
pion 1 73.7246 -35.8917 91.6194
electron -1 148.814 -75.0235 -234.567
electron -1 -209.522 30.8987 -181.283
pion 1 -49.9855 224.126 -50.9007
muon 1 -208.644 18.1776 -247.111
muon 1 -113.652 159.043 25.2055
muon -1 -141.975 -147.36 -228.758
muon -1 -16.465 20.0704 -110.205
muon -1 -49.1473 98.3327 208.231
pion 1 -6.55186 38.9839 -163.339
muon -1 199.399 110.817 -104.379
muon 1 -38.4208 219.404 87.8753
electron -1 30.8269 -85.0592 226.257
muon 1 138.377 -66.7235 45.4186
electron 1 15.8578 -35.2963 71.6343
pion 1 -197.022 163.727 164.995
electron 1 -129.951 -79.7497 -9.52872
electron -1 123.655 182.786 -80.4205
pion 1 146.795 39.7968 -184.492
electron 1 137.006 -124.296 106.873
muon -1 155.724 -66.7596 227.492
electron -1 168.207 209.216 147.942
electron 1 16.5787 127.22 127.05
electron 1 12.493 -150.624 -43.9796
pion 1 -28.9949 -72.7787 153.747
muon 1 -175.238 39.2195 -232.54
muon 1 170.755 32.8734 164.255
pion 1 -35.7278 26.0412 -245.015
pion 1 -160.796 25.5372 88.5541
electron 1 -117.776 190.77 -136.307
muon 1 -12.1651 193.021 134.485
muon 1 -63.729 -44.9337 -92.3607
pion -1 -3.08867 27.3393 161.905
pion 1 38.1127 155.394 -4.05798
electron -1 -104.792 -228.168 179.999
pion -1 -213.621 -34.3598 -129.146
pion 1 75.1656 23.1071 167.821
pion -1 -38.0764 -214.19 200.354
pion 1 -231.832 -32.9766 206.002
muon 1 124.798 101.621 245.167
muon 1 -186.487 242.82 83.0574
muon -1 22.6383 38.2976 134.341
pion -1 207.743 -12.2289 -126.865
electron 1 -71.9104 141.232 -217.719
electron 1 144.085 86.4474 -195.81
pion 1 -21.568 -189.239 18.8764
electron 1 -173.111 -6.34548 -222.333
pion -1 -241.395 118.571 234.201
muon -1 44.0089 196.018 136.689
pion 1 -28.0578 53.6867 -87.5925
electron 1 241.849 -134.526 82.1429
muon -1 229.643 -117.716 191.487
electron 1 115.135 -158.611 -156.73
muon 1 -62.5197 74.621 149.159
pion 1 -15.168 40.8287 -182.42
electron 1 246.71 -65.1344 -216.872
pion 1 -121.623 45.6447 23.6955
muon -1 186.704 110.61 -90.1342
electron -1 225.754 161.135 78.0042
pion -1 -72.4425 -195.394 -77.3194
electron -1 59.6592 119.812 -146.117
muon -1 -23.5373 -189.665 70.1511
pion -1 -200.158 -29.698 -113.191
pion -1 -104.945 -33.0327 246.591
muon 1 -47.1555 -79.7979 -241.434
